Exited,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,BalanceSalaryRatio,TenureByAge,CreditScoreGivenAge,HasCrCard,IsActiveMember,Geography_Spain,Geography_France,Geography_Germany,Gender_Female,Gender_Male
0,0.278,0.2972972972972973,0.3,0.8829592923565102,0.0,0.8593043475563901,0.0009720042256927935,0.13499999999999998,0.1752926737160121,1,-1,1,-1,-1,-1,1
0,0.658,0.5405405405405406,0.8,0.5016001915359339,0.3333333333333333,0.43480266195890277,0.0010907314335034946,0.2482758620689655,0.16296619439524954,1,1,-1,-1,1,-1,1
0,0.642,0.2702702702702703,0.0,0.369372839785269,0.3333333333333333,0.017796183647810947,0.019159381852323847,0.0,0.3045496104309111,1,-1,1,-1,-1,-1,1
0,0.504,0.22972972972972974,0.8,0.0,0.3333333333333333,0.7641401621921416,0.0,0.4114285714285714,0.293655589123867,1,1,-1,1,-1,1,-1
0,0.764,0.33783783783783783,0.6,0.0,0.3333333333333333,0.3283675269347678,0.0,0.2511627906976744,0.2894505726129417,1,-1,-1,1,-1,1,-1
0,0.484,0.17567567567567569,0.7,0.4965889935630837,0.0,0.4301578955451312,0.0010914822214655182,0.4064516129032258,0.33878276971055454,1,-1,-1,-1,1,-1,1
0,0.636,0.21621621621621623,0.5,0.31982056937938425,0.3333333333333333,0.283592879145379,0.0010656724897856653,0.2647058823529412,0.35187488892838104,-1,-1,-1,-1,1,-1,1
0,0.458,0.25675675675675674,0.4,0.0,0.3333333333333333,0.16086129226756196,0.0,0.1945945945945946,0.2567465501755532,1,1,1,-1,-1,-1,1
0,0.662,0.33783783783783783,0.8,0.6141947911998852,0.0,0.5731283579822773,0.001013479762896005,0.33488372093023255,0.2612326986580482,-1,-1,-1,1,-1,1,-1
0,0.524,0.2702702702702703,0.1,0.0,0.3333333333333333,0.04561795928323225,0.0,0.047368421052631574,0.2676101128955319,1,1,-1,1,-1,1,-1
0,0.606,0.16216216216216217,0.4,0.0,0.3333333333333333,0.6035243397015573,0.0,0.24,0.40230362537764347,1,-1,1,-1,-1,-1,1
0,0.648,0.36486486486486486,0.6,0.28894078069705514,0.0,0.7001001638749628,0.0003903654651993942,0.24,0.24078549848942596,-1,1,-1,1,-1,1,-1
1,0.732,0.35135135135135137,0.3,0.4365448935860771,0.0,0.13632431945167645,0.003020818835114235,0.12272727272727271,0.27159434221367756,1,-1,-1,1,-1,1,-1
1,0.0,0.2972972972972973,0.0,0.4428046861576348,0.0,0.8615761060609524,0.00048617614173811143,0.0,0.09261706948640484,1,1,-1,1,-1,1,-1
0,0.892,0.1891891891891892,0.5,0.40962109356830895,0.3333333333333333,0.5890014532591178,0.0006577123397866107,0.28125,0.47625566465256797,-1,1,1,-1,-1,-1,1
0,0.34,0.5405405405405406,0.3,0.0,0.3333333333333333,0.163579568650523,0.0,0.09310344827586206,0.09774455672465882,-1,1,-1,1,-1,-1,1
0,0.436,0.12162162162162163,0.1,0.4636172399718148,0.0,0.22748034903631228,0.0019251229695107556,0.06666666666666667,0.384944612286002,-1,1,1,-1,-1,1,-1
0,0.606,0.12162162162162163,0.6,0.42946393095300167,0.3333333333333333,0.1665780317505927,0.002433537202040766,0.39999999999999997,0.45984390735146025,1,1,1,-1,-1,1,-1
0,0.652,0.22972972972972974,0.5,0.4258169920703661,0.3333333333333333,0.4207538568444472,0.0009568243101894116,0.2571428571428571,0.3439577039274924,1,-1,-1,1,-1,-1,1
1,0.648,0.21621621621621623,0.2,0.6090038389690412,0.0,0.8785253264330329,0.0006557604263985669,0.10588235294117647,0.35607339612582195,1,-1,-1,-1,1,-1,1
0,0.204,0.20270270270270271,0.6,0.5249086192724703,0.3333333333333333,0.7580390851716095,0.0006549922815506856,0.32727272727272727,0.21031310079648452,1,-1,-1,1,-1,1,-1
1,0.64,0.33783783783783783,0.9,0.44511251560344683,0.0,0.8941224370431551,0.0004709297818691742,0.3767441860465116,0.25514649055012995,1,-1,-1,-1,1,-1,1
0,1.0,0.32432432432432434,0.0,0.0,0.3333333333333333,0.22048643635662019,0.0,0.0,0.36593655589123864,1,-1,-1,1,-1,-1,1
1,0.684,0.24324324324324326,0.4,0.0,0.0,0.9279068721582696,0.0,0.19999999999999998,0.3417673716012084,1,-1,-1,1,-1,1,-1
0,0.38,0.28378378378378377,0.1,0.32894275918959764,0.0,0.5702905232608251,0.0005454856476202869,0.04615384615384615,0.21386242156634905,1,-1,-1,-1,1,-1,1
1,0.972,0.527027027027027,0.4,0.4035385841319079,0.0,0.1853481906496275,0.0020556273790087536,0.1263157894736842,0.23338368580060426,1,-1,1,-1,-1,-1,1
0,0.56,0.17567567567567569,0.2,0.4478849958562857,0.3333333333333333,0.6557095034522095,0.0006460391742176168,0.11612903225806451,0.3679465938992301,1,1,-1,-1,1,1,-1
0,0.72,0.12162162162162163,0.2,0.5391749295500814,0.0,0.7108972823289124,0.0007173808935734,0.13333333333333333,0.5100704934541793,1,-1,1,-1,-1,1,-1
0,0.588,0.0,0.8,0.0,0.3333333333333333,0.2955559665338702,0.0,0.7999999999999999,0.7356495468277946,1,-1,1,-1,-1,-1,1
0,0.684,0.14864864864864866,0.4,0.0,0.3333333333333333,0.6942896286242871,0.0,0.2482758620689655,0.45215647463277425,-1,-1,1,-1,-1,1,-1
1,0.86,0.44594594594594594,0.4,0.5050865472909738,0.0,0.9763225966110163,0.0004894115575751423,0.1411764705882353,0.2483117113915053,1,-1,-1,-1,1,-1,1
0,0.834,0.7972972972972973,0.8,0.5942002189016266,0.0,0.9507477173486801,0.0005912401082599464,0.18701298701298702,0.12142955232079099,1,1,1,-1,-1,-1,1
0,0.748,0.36486486486486486,0.5,0.33435304350065,0.0,0.17024176947141356,0.0018539302482704335,0.19999999999999998,0.2672205438066465,-1,1,1,-1,-1,-1,1
0,0.538,0.0945945945945946,0.4,0.0,0.0,0.727526446529584,0.0,0.288,0.4735196374622357,1,-1,-1,1,-1,-1,1
0,0.598,0.25675675675675674,0.9,0.34824848606858666,0.3333333333333333,0.0007868339356188853,0.2663667027581369,0.43783783783783786,0.30175757328325303,1,1,-1,1,-1,-1,1
0,0.324,0.25675675675675674,0.1,0.0,0.3333333333333333,0.7804556233213996,0.0,0.04864864864864865,0.2136645709153262,-1,1,-1,1,-1,1,-1
0,0.438,0.33783783783783783,0.7,0.0,0.3333333333333333,0.26235171451909955,0.0,0.2930232558139535,0.19926403428651723,1,-1,-1,1,-1,-1,1
0,0.642,0.40540540540540543,0.8,0.46119856870971,0.3333333333333333,0.4158067429001981,0.0010486443339163098,0.3,0.21702700151057402,-1,-1,-1,1,-1,1,-1
0,0.786,0.24324324324324326,0.4,0.0,0.3333333333333333,0.9545705326914267,0.0,0.19999999999999998,0.37547205438066467,1,1,-1,1,-1,-1,1
0,0.596,0.13513513513513514,0.8,0.3601904263201047,0.0,0.7341665365615152,0.0004640590729460377,0.5142857142857142,0.4350453172205438,1,1,-1,-1,1,1,-1
0,0.84,0.24324324324324326,0.2,0.3579148011848157,0.0,0.5294214311873479,0.0006393090126635162,0.09999999999999999,0.39331570996978854,1,1,-1,1,-1,-1,1
0,0.47,0.36486486486486486,0.0,0.0,0.3333333333333333,0.9484309368756485,0.0,0.0,0.1937311178247734,-1,-1,1,-1,-1,-1,1
1,0.604,0.36486486486486486,0.9,0.4417231314913557,0.0,0.7668415303247219,0.0005448683172126642,0.36,0.22915407854984898,1,1,-1,-1,1,1,-1
1,0.53,0.08108108108108109,0.8,0.4325583745974312,0.3333333333333333,0.8974296007736975,0.00045596182597550474,0.6,0.49409932024169184,-1,-1,-1,-1,1,-1,1
0,0.892,0.06756756756756757,0.3,0.5842379668972371,0.3333333333333333,0.6270846359481108,0.000881158065483085,0.23478260869565215,0.707835281754893,-1,-1,1,-1,-1,1,-1
0,0.544,0.33783783783783783,0.8,0.0,0.3333333333333333,0.5028858831666911,0.0,0.33488372093023255,0.22858849153375957,1,-1,-1,1,-1,-1,1
0,0.862,0.32432432432432434,0.3,0.6239805970623372,0.0,0.878348290048129,0.0006720223863502188,0.12857142857142856,0.3268504531722054,1,1,-1,1,-1,1,-1
0,0.76,0.28378378378378377,0.1,0.4644818141102629,0.0,0.7283030254612738,0.0006032400180946002,0.04615384615384615,0.32976992795723914,-1,-1,-1,1,-1,-1,1
0,0.688,0.16216216216216217,0.9,0.0,0.3333333333333333,0.13441678867203252,0.0,0.5399999999999999,0.43481873111782476,1,1,-1,1,-1,1,-1
1,0.412,0.44594594594594594,0.8,0.2445380911429019,0.0,0.9940879652226303,0.00023271642814403078,0.2823529411764706,0.14381553225519816,1,-1,-1,1,-1,1,-1
1,0.246,0.28378378378378377,0.9,0.46673635498779603,0.3333333333333333,0.42944679856535994,0.0010275642435229968,0.4153846153846154,0.1729897745758773,1,1,-1,1,-1,1,-1
0,0.41,0.22972972972972974,0.1,0.0,0.3333333333333333,0.5081325932989001,0.0,0.05142857142857143,0.2617069486404834,1,-1,1,-1,-1,1,-1
0,0.386,0.32432432432432434,0.7,0.0,0.0,0.28294006060257104,0.0,0.3,0.1920317220543807,1,1,-1,1,-1,-1,1
0,0.484,0.3108108108108108,0.0,0.0,0.3333333333333333,0.3292406529766199,0.0,0.0,0.22796772529658835,1,-1,1,-1,-1,-1,1
0,0.388,0.16216216216216217,0.8,0.5788869496774567,0.0,0.4031305075311498,0.0013575789757220079,0.48,0.3158610271903323,1,1,1,-1,-1,-1,1
0,0.706,0.25675675675675674,0.8,0.4223295601811875,0.3333333333333333,0.37052444740411083,0.0010774793519439424,0.3891891891891892,0.33648036253776437,-1,1,-1,1,-1,-1,1
0,0.602,0.3108108108108108,0.4,0.1539158787538,0.0,0.5241894282315055,0.00027766693630702007,0.17560975609756097,0.2622043327684032,1,1,-1,1,-1,1,-1
0,0.568,0.25675675675675674,0.7,0.5709842191305642,0.3333333333333333,0.9636297531380437,0.0005605482827069939,0.34054054054054056,0.2921123540458888,1,-1,-1,-1,1,1,-1
0,0.666,0.16216216216216217,0.4,0.4574739887418035,0.0,0.9158538909060676,0.0004725293022852479,0.24,0.42609516616314197,-1,-1,-1,1,-1,-1,1
0,0.57,0.24324324324324326,0.9,0.3237643220002193,0.3333333333333333,0.983685039114836,0.00031136958133491394,0.44999999999999996,0.30409743202416917,1,-1,-1,-1,1,1,-1
0,0.672,0.3108108108108108,0.7,0.4095277090391561,0.0,0.974594503387928,0.0003975216072105994,0.3073170731707317,0.28251418465846284,-1,1,1,-1,-1,-1,1
0,0.852,0.25675675675675674,0.1,0.3711628095694152,0.3333333333333333,0.9804246482070926,0.0003581400016889463,0.04864864864864865,0.38342042949293703,1,1,-1,-1,1,1,-1
0,0.328,0.1891891891891892,0.8,0.0,0.3333333333333333,0.47906931187072727,0.0,0.44999999999999996,0.2665927114803625,1,-1,-1,1,-1,-1,1
0,0.444,0.24324324324324326,0.8,0.27241411044619745,0.3333333333333333,0.25167405435482243,0.001022625164142159,0.39999999999999997,0.26246223564954685,-1,1,-1,1,-1,1,-1
0,0.62,0.22972972972972974,0.8,0.23372609173708736,0.0,0.99340478186331,0.00022258000937672024,0.4114285714285714,0.3330815709969788,-1,1,-1,-1,1,-1,1
1,0.89,0.5135135135135135,0.9,0.37604487144561366,0.0,0.14581725152788302,0.002433285215085795,0.2892857142857143,0.22219599697885198,1,-1,-1,-1,1,1,-1
0,0.526,0.16216216216216217,0.5,0.5243717877645063,0.3333333333333333,0.8531608498366778,0.0005814083186165573,0.3,0.37058157099697886,1,-1,-1,-1,1,1,-1
0,0.708,0.35135135135135137,0.3,0.0,0.3333333333333333,0.7643468630518261,0.0,0.12272727272727271,0.26510574018126887,-1,1,-1,1,-1,-1,1
0,0.354,0.13513513513513514,0.6,0.5117469407598918,0.3333333333333333,0.3993443600805012,0.0012114907787219248,0.3857142857142857,0.3322318731117825,1,-1,1,-1,-1,-1,1
1,0.504,0.33783783783783783,0.2,0.45293884062648704,1.0,0.5754121723695077,0.0007444280399367521,0.08372093023255814,0.2175226586102719,1,-1,-1,-1,1,1,-1
0,0.71,0.3108108108108108,0.4,0.287976046370062,0.3333333333333333,0.7124706000292843,0.0003823111760344997,0.17560975609756097,0.29353953282735246,1,1,-1,-1,1,-1,1
0,0.494,0.13513513513513514,0.2,0.0,0.6666666666666666,0.3932814016599399,0.0,0.12857142857142856,0.39171072507552873,1,1,-1,1,-1,-1,1
0,0.912,0.40540540540540543,0.4,0.6564485205925641,0.0,0.10679921267582518,0.005793038217921907,0.15,0.28394070996978854,1,1,-1,1,-1,-1,1
1,0.472,0.33783783783783783,0.8,0.5283350702271189,0.0,0.3349472375045403,0.0014909097690814458,0.33488372093023255,0.20866999227148175,1,-1,-1,1,-1,1,-1
0,0.75,0.22972972972972974,0.7,0.3025760379443303,0.0,0.7524539599097378,0.00038036168415709514,0.36,0.37726586102719034,1,-1,-1,1,-1,-1,1
1,0.768,0.4864864864864865,0.3,0.0,0.0,0.6538964187575327,0.0,0.09999999999999999,0.20782980866062442,1,-1,-1,1,-1,1,-1
0,0.896,0.28378378378378377,0.6,0.47743591830451954,0.0,0.8211920006367106,0.0005499640430060767,0.27692307692307694,0.3712526144550313,1,1,-1,-1,1,1,-1
0,0.904,0.2702702702702703,0.1,0.5681873066470932,0.0,0.8624591369358678,0.0006232012459489027,0.047368421052631574,0.3865678168230243,1,1,-1,1,-1,-1,1
1,0.87,0.1891891891891892,0.3,0.49618962822714197,0.3333333333333333,0.26259673407639256,0.0017853195762506718,0.16874999999999998,0.46807732250755285,-1,1,-1,-1,1,1,-1
0,0.9,0.2702702702702703,0.2,0.6703531700859101,0.3333333333333333,0.33997594126053804,0.0018637275862647999,0.09473684210526315,0.38531563046589284,1,-1,-1,1,-1,1,-1
0,0.538,0.4594594594594595,0.8,0.4946196680891433,0.0,0.11913037966875938,0.003914817527413262,0.27692307692307694,0.16765192888682315,-1,-1,-1,-1,1,1,-1
0,0.888,0.20270270270270271,0.0,0.0,0.3333333333333333,0.8905977671804957,0.0,0.0,0.45687997802801433,-1,-1,-1,1,-1,-1,1
1,0.848,0.4594594594594595,0.2,0.2255135939855102,0.0,0.566157306457686,0.0003766970845782023,0.06923076923076923,0.2385690216128283,1,-1,-1,1,-1,1,-1
0,1.0,0.13513513513513514,0.1,0.41947445674058337,0.0,0.3736326140340179,0.0010613032016754667,0.06428571428571428,0.6066842900302115,-1,1,-1,1,-1,1,-1
0,0.286,0.22972972972972974,0.8,0.7107172477877373,0.0,0.9871745418176799,0.0006810937125489975,0.4114285714285714,0.21956193353474318,-1,-1,-1,-1,1,1,-1
0,0.328,0.3783783783783784,0.3,0.42452236284461153,0.0,0.2750454584314416,0.0014584359821728436,0.11739130434782608,0.1502856955208197,1,-1,-1,1,-1,1,-1
0,0.398,0.14864864864864866,0.3,0.0,0.3333333333333333,0.7303579281510413,0.0,0.18620689655172412,0.33483956662152303,1,-1,-1,1,-1,-1,1
0,0.604,0.25675675675675674,0.7,0.0,0.3333333333333333,0.343666992308897,0.0,0.34054054054054056,0.30368661713072587,1,-1,1,-1,-1,-1,1
0,0.944,0.43243243243243246,0.7,0.0,0.3333333333333333,0.04988799284610926,0.0,0.252,0.27557401812688825,1,1,-1,1,-1,-1,1
0,0.702,0.13513513513513514,0.1,0.41220449306728485,0.0,0.38125933549275365,0.0010220718599090466,0.06428571428571428,0.48007930513595165,-1,1,1,-1,-1,-1,1
0,0.672,0.2702702702702703,0.0,0.5505475948421927,0.0,0.5794716531931756,0.0008985189855555418,0.0,0.3139410081093974,-1,1,-1,1,-1,-1,1
0,0.628,0.2972972972972973,0.9,0.0,0.3333333333333333,0.9738613456436067,0.0,0.40499999999999997,0.279380664652568,1,-1,-1,1,-1,-1,1
0,0.39,0.3918918918918919,0.5,0.0,0.3333333333333333,0.19449525395916936,0.0,0.19148936170212766,0.16032172012598833,1,1,1,-1,-1,1,-1
0,1.0,0.22972972972972974,0.2,0.0,0.3333333333333333,0.28464684342725033,0.0,0.10285714285714286,0.4622356495468278,1,1,-1,1,-1,-1,1
0,0.738,0.4189189189189189,0.5,0.4221558641598268,0.0,0.0808220371130093,0.004916213959391139,0.1836734693877551,0.2335455330168321,1,1,-1,1,-1,-1,1
1,0.798,0.32432432432432434,0.9,0.8858880910572098,0.0,0.5053404808876492,0.0016577149824573672,0.3857142857142857,0.3087235649546827,-1,-1,1,-1,-1,-1,1
0,0.826,0.25675675675675674,0.8,0.0,0.3333333333333333,0.004218608470002937,0.0,0.3891891891891892,0.3750612394872213,1,1,1,-1,-1,-1,1
0,0.718,0.16216216216216217,0.5,0.0,0.3333333333333333,0.8068844692767836,0.0,0.3,0.446714501510574,-1,1,-1,1,-1,1,-1
1,0.372,0.47297297297297297,0.2,0.5736351360825425,0.0,0.009653260308367467,0.053734331117776264,0.06792452830188679,0.12504987744399476,1,-1,1,-1,-1,-1,1
0,0.406,0.2702702702702703,0.3,0.3979491434151611,0.0,0.9395866212918593,0.00040066801832933547,0.14210526315789473,0.23067061536015268,-1,-1,-1,1,-1,-1,1
0,0.616,0.14864864864864866,0.3,0.5799679064914364,0.0,0.10063385428920042,0.005430275459321344,0.18620689655172412,0.4242629440566726,1,-1,-1,1,-1,-1,1
0,0.454,0.14864864864864866,0.7,0.0,0.3333333333333333,0.2770505868338456,0.0,0.43448275862068964,0.3578107094489009,1,1,-1,1,-1,-1,1
0,0.83,0.35135135135135137,0.6,0.0,0.3333333333333333,0.7994395865462552,0.0,0.24545454545454543,0.2980894671793463,1,1,-1,1,-1,-1,1
0,0.832,0.13513513513513514,0.4,0.3614885230891953,0.0,0.1075881476366393,0.003166775186085727,0.2571428571428571,0.535309667673716,-1,1,-1,-1,1,1,-1
0,0.48,0.25675675675675674,0.1,0.0,0.3333333333333333,0.6675553336250423,0.0,0.04864864864864865,0.2638197109496203,-1,-1,1,-1,-1,-1,1
1,0.994,0.3108108108108108,0.3,0.4047201395594522,1.0,0.07971439663984041,0.004778288203143942,0.1317073170731707,0.37593950335273746,1,-1,-1,-1,1,1,-1
0,0.534,0.581081081081081,0.3,0.45380556703321256,0.0,0.19028860132301556,0.0022518116832191512,0.08852459016393442,0.1250866722797286,1,1,1,-1,-1,-1,1
0,0.706,0.33783783783783783,0.8,0.0,0.3333333333333333,0.04809641864747904,0.0,0.33488372093023255,0.2734051148738846,1,-1,-1,1,-1,-1,1
0,0.64,0.1891891891891892,0.3,0.0,0.3333333333333333,0.23054064230641338,0.0,0.16874999999999998,0.38257647280966767,1,-1,1,-1,-1,1,-1
0,0.4,0.20270270270270271,0.9,0.29010994065359363,0.0,0.5178426313119486,0.0005297722896343165,0.49090909090909085,0.2809667673716012,1,1,1,-1,-1,1,-1
0,0.446,0.35135135135135137,0.9,0.0,0.3333333333333333,0.5354317639292092,0.0,0.36818181818181817,0.19427183466080747,1,-1,1,-1,-1,-1,1
0,0.342,0.25675675675675674,0.2,0.0,0.3333333333333333,0.4316214596912563,0.0,0.0972972972972973,0.21945170245774473,1,1,-1,1,-1,-1,1
0,0.328,0.36486486486486486,0.1,0.7127507028849841,0.0,0.3015727024001361,0.0022335690632005857,0.04,0.15619335347432026,1,-1,-1,1,-1,-1,1
0,0.608,0.22972972972972974,0.2,0.36216218306006237,0.0,0.4335835170771578,0.0007897350278334134,0.10285714285714286,0.32900302114803626,1,1,-1,1,-1,1,-1
0,0.258,0.08108108108108109,0.6,0.4290107190533017,0.3333333333333333,0.8474923338843188,0.00047885461062375595,0.44999999999999996,0.359280589123867,-1,1,-1,-1,1,-1,1
1,0.632,0.3918918918918919,0.2,0.0,0.0,0.17486982773244206,0.0,0.07659574468085106,0.22157228257376102,1,-1,-1,1,-1,-1,1
0,0.604,0.2972972972972973,0.8,0.3363548921396731,0.3333333333333333,0.5391937495901125,0.0005899188570616676,0.36,0.27224320241691846,-1,1,-1,1,-1,1,-1
0,0.668,0.08108108108108109,0.8,0.5722757395243623,0.0,0.11224076788268836,0.004806367129530194,0.6,0.5625,1,1,1,-1,-1,-1,1
0,0.526,0.2972972972972973,0.4,0.0,0.0,0.7565450061357438,0.0,0.18,0.24904645015105736,-1,-1,-1,1,-1,-1,1
0,0.52,0.2972972972972973,0.0,0.0,0.3333333333333333,0.3108643362528746,0.0,0.0,0.247262084592145,1,-1,-1,1,-1,-1,1
0,0.728,0.08108108108108109,0.7,0.0,0.3333333333333333,0.8316304440751865,0.0,0.525,0.5922394259818731,1,-1,-1,1,-1,1,-1
0,0.584,0.24324324324324326,0.6,0.0,0.3333333333333333,0.4894814424698531,0.0,0.3,0.3087235649546827,1,1,1,-1,-1,1,-1
0,0.786,0.32432432432432434,0.7,0.3069062821482619,0.3333333333333333,0.4018878511769818,0.0007219654438231978,0.3,0.30532477341389724,1,1,-1,1,-1,-1,1
0,0.752,0.40540540540540543,0.6,0.39819430271469985,0.0,0.3213226393818864,0.0011712437863621765,0.22499999999999998,0.24428814199395768,1,-1,1,-1,-1,1,-1
0,0.56,0.4189189189189189,0.1,0.0,0.3333333333333333,0.8142384076310035,0.0,0.03673469387755102,0.1903323262839879,-1,1,1,-1,-1,1,-1
0,0.698,0.21621621621621623,0.4,0.7380439205416032,0.3333333333333333,0.604016779987795,0.0011556105543056318,0.21176470588235294,0.37356717611515905,1,-1,-1,-1,1,-1,1
0,0.886,0.2702702702702703,0.9,0.0,0.3333333333333333,0.4408898822180283,0.0,0.42631578947368415,0.3809329782159326,1,-1,1,-1,-1,-1,1
0,0.854,0.28378378378378377,0.8,0.0,0.3333333333333333,0.09266246464962578,0.0,0.3692307692307692,0.3584417848013014,1,1,-1,1,-1,-1,1
0,0.494,0.08108108108108109,0.0,0.43068510405958055,0.3333333333333333,0.9391384526079499,0.00043383447149317265,0.0,0.47625566465256797,1,1,1,-1,-1,-1,1
0,0.494,0.7297297297297297,0.6,0.4981233217040433,0.3333333333333333,0.035289169350184425,0.013191301186621204,0.15,0.08171261329305135,1,1,-1,-1,1,1,-1
1,0.95,0.22972972972972974,0.6,0.47165345100873424,0.0,0.131325380219278,0.003387575633407559,0.30857142857142855,0.4452416918429003,1,-1,-1,-1,1,1,-1
0,0.586,0.36486486486486486,0.9,0.6012003917606547,0.3333333333333333,0.7775107863882181,0.0007314141704409838,0.36,0.2243957703927493,1,-1,1,-1,-1,1,-1
0,0.61,0.1891891891891892,0.9,0.4521637051920164,0.0,0.41017129308245953,0.0010422112815224446,0.50625,0.37142418806646527,1,-1,-1,-1,1,-1,1
0,0.448,0.28378378378378377,0.5,0.4743513990082587,0.0,0.5169114269307709,0.0008677763335238529,0.23076923076923073,0.2346037648152452,1,-1,-1,1,-1,1,-1
0,0.5,0.527027027027027,0.9,0.5518417059292878,0.3333333333333333,0.517543435319264,0.0010083050119618722,0.28421052631578947,0.13487835903959297,1,1,-1,-1,1,-1,1
0,0.826,0.22972972972972974,0.7,0.4609504998623146,0.3333333333333333,0.5233364620266459,0.0008329169275739654,0.36,0.40309667673716015,1,1,-1,1,-1,1,-1
0,0.652,0.40540540540540543,0.1,0.5247532573882886,0.3333333333333333,0.07034472470842147,0.007015407294663303,0.0375,0.2195052870090635,-1,1,1,-1,-1,-1,1
0,0.366,0.05405405405405406,1.0,0.46131718260589394,0.0,0.2189167204137259,0.0019903520493536123,0.8181818181818181,0.46084523482559736,-1,-1,-1,-1,1,1,-1
0,0.384,0.22972972972972974,0.2,0.6970739793196513,0.0,0.11117664864570667,0.005910318814655691,0.10285714285714286,0.2528700906344411,1,1,1,-1,-1,-1,1
0,0.832,0.10810810810810811,0.3,0.41554242202481495,0.0,0.001691625428627899,0.18359398470591579,0.2076923076923077,0.5853764815245177,1,1,-1,1,-1,1,-1
1,0.616,0.2972972972972973,0.7,0.5603747322269373,0.0,0.6771751776279235,0.0007826918019467418,0.31499999999999995,0.27581193353474315,-1,1,-1,1,-1,1,-1
0,0.884,0.24324324324324326,0.5,0.4612440054844579,0.3333333333333333,0.008910247755392243,0.04663576352980837,0.25,0.4078549848942598,-1,-1,-1,-1,1,-1,1
0,0.352,0.17567567567567569,0.5,0.5800650375616649,0.0,0.6618958220663773,0.0008288838062607918,0.29032258064516125,0.28812981190917064,1,-1,-1,-1,1,-1,1
1,0.346,0.2972972972972973,0.2,0.4103953521527406,0.0,0.6433740843844754,0.0006033050634623321,0.09,0.19551548338368577,1,-1,-1,1,-1,1,-1
0,0.37,0.2972972972972973,0.8,0.0,0.0,0.1380658692408961,0.0,0.36,0.20265294561933533,1,1,-1,1,-1,1,-1
